64.186.251.65,443
64.186.240.33,1016
144.34.229.94,443
144.34.229.163,8881
64.186.251.81,55308
144.34.225.55,36158
64.186.235.57,443
64.186.236.167,443
64.186.236.235,443
64.186.238.194,443
144.34.230.153,9003
144.34.229.211,24617
144.34.232.27,12022
64.186.249.65,26104
64.186.240.33,2107
144.34.236.165,26279
64.186.249.65,35217
64.186.240.33,2105
64.186.251.81,32486
64.186.225.82,443
